Revision opencl for FPGA
Soln: 0x1a: 507 17e505 19e4e1 1c6449 a1926 1b5338 1ad7ae 1c4458 2e5e6 195db3 16739c 1a6140 138a3d 155d71 154522 1f9b34 3f8e7 97ed8 11a19f 1d24fe eaa3c 1fefab 10b04f 1f56ef 90d51 1e6e34 e3644 14f094 cc308 10e9d5 1058b9 1f4b3e 7fa 18f6be e177c 1ce5b3 aef3c 15af41 10f130 1a64b1 4d83a 1d4d11 167e6e 1f7e4c e281a f4ac0 172249 1b2d24 1bec4 13c1a4 54c7b 181f4d 5528c 128abe bafa9 1964e5 45b13 a3a18 1c299b 1ed976 11acc9 15f277 1c2b46 1f9434 7fc2 146a05 d265f 1eb97d 1736c 1ba130 ca694 177d88 a8d8 1d9145 356c4 16309e 95bed f5d4a eca9e 19558d f5ff 145d3b 9c857 192427 31b29 19cb38 64920 13df9e 4e041 d3d0e 16b225 171a59 143493 1d407e 1a5b16 1d32ce 1127b 152093 ed715 138c4a 80085 12f061 143af2 17a7eb 602e2 1c3dd0 11150c 164882 69f80 1fa039 f4fc5 19dd2c 1f567 fb4ac 2f109 5b946 5a348 1e9590 1382d9 1c1145 43ce2 1a43b8 1593b8 185bf0 ae043 11596e ed7da 17c4e9 113a 135b17 257ed b728b 41e81 1f99dc e3f11 1b705c 45ec 13a937 12dcb8 1b58c6 19e8e 1d417 f105f 1692f7 2a020 18985a ee56d 1d6036 daf88 18f693 ed66b 1dbf8a 8395c 174e33 19eab2 1a1a2b f13d2 f8e6c 109521 1715ea d5d8 e67e6 400e1 1add4a 54dff 1b90b3 130bfd 19dbda 94f4c f5590 14a067 15b94c c0fd5 1813b2 c3eeb 190c34 36446 94043 b0fce 1465e4 aed9f ebfd4 e48c5 1ef0a7 43ccf 15c69c fce77 1e0aaa 9d139 15c771 e76a6 1a6f24 5370 19945b 1060b3 1f971e 3b2b1 dde70 779b8 f1d7b 31dcb c27cf ba682 1cc471 87875 14fe55 175798 1a1bca 15818 1c8b16 a7d09 1baec3 65fad 11f640 b8bcf 13c0c4 16b47 1d550 ad32c 1fff96 4d981 8dcc0 5575f 1a533b fee0 186642 fe42d 1b2a1b 37747 19e998 c3f8c 17f4f6 69740 17fe93 134ad6 14b318 9d36d 198149 bda29 158b42 21b12 1de8ae 75bc0 f34af a1a94 13ed14 15b5e7 1a6509 e2047 1a4553 13cdab 18a488 17bc40 1d4b74 1ab2f6 1ad421 118f 117c26 edf11 1398e9 9d8cb 1d29b6 158167 1a6db9 40ab2 172431 4cfdd 1a4392 7d5fa 11403e a2b03 188ffc 1a6f9 11bd81 765b8 9d33d 3d254 e9841 1bd89d 1bd8ef 2c9e7 743d3 15e5d0 186ae9 6caee 1d8c47 bb5ad 1ea12f 19d39 182cc1 109c59 1a0a62 1349a2 1e0009 1438ca 19a468 63dc1 e0d8e 80b52 18c6c8 10507f 1cff8b 123ced 1746ac 237da 187b08 367a2 1befab 64178 7e923 74890 7e83d 562ce 1fb201 14a696 1c0abf 64592 1d82c9 11b41e 1487e3 4b69 4ddab 13b703 1e25d3 6dddb 1b2b0d cf87d 1cf9e7 6c009 11adda b33f0 101e50 9bb39 171a51 189528 199981 16e0f 2282d 56e7a 582bc 2e734 1c5067 16b4d9 1fd9cd 709b9 107639 1195ea 1ac1e4 b5850 19035b 1746e6 1d834f 18b6c 33a47 11a82c 1eb52f 8cb33 19d3bd b0b00 1b2cfe 19175 42815 195c4 13658c 37390 7d016 b3431 184244 22dde 1d273e 93158 be603 56651 1a2ce1 eb8d8 17baea cc68a 1e4b07 10a2f4 1116f2 f4ac1 1d9c62 1786d2 1d9389 1d11 180cc1 1eebe 10d457 36adb 196079 be131 f76b5 33694 ee2a7 88799 1ffc9b 8bd5e a2116 e150c 10baa6 73815 1493fd 1b2294 1da6d1 164eee 1b9073 18f79f 195055 953fa 18cc37 18321e 1f29d9 11d5e8 19a45b 1935c7 1ca139 7c89 1c8ec6 544d5 fecad 7ba2c d3207 c0963 127933 31495 9bb77 1547c0 16d28e d9a31 1258a3 1243f1 168227 2a3fa 11f406 4167a 4a499 450ff 170020 1235e8 136d01 2d162 1420dd 3e0b0 11ea6a e5014 13c8b0 12f4be 15b148 23eb 1fb42e 5c516 1b36f3 2af34 bfaa2 36166 fe159 74aac e9926 149b3f 1b4c9a 7ff50 137e75 f018e 14a952 87cb fea55 31d22 a37f2 95dd9 1b0a6f ee291 11baca 1e489 b7cb1 122234 169d15 65fb8 88d4d aaaa6 1bc563 13faa 11b368 874ab 1cb8f3 1dd2f ae4de e5916 1d695a 2abcf 14017d 122803 1f6f64 81800 c5df6 189997 1ee926 7c4f9 12ee24 19d02b 1e305b 102dea 1cdf79 17bc84 18efba 84c11 10384c 18092a 1b637e dfa49 1015ef 11be3b 168113

Soln: 0x1b: 1447 ff475 3594e aa9c6 1bf38 5c39c 76e1d 12d45d 2e2ae 6b05d 12a335 185e5f e6eb4 151377 14c5a3 1ed91d 3bab2 19bfd0 a0acf c514f cee4a 190397 137ecf 1c1742 75d9d 125678 d1dc6 e3dd1 12007e 166353 1ce529 1dca2a 1566 1bc192 9338 1b5a03 85ae2 16ec35 941be 1432ef 72660 1371f9 b52a8 cac8b e84ea fa074 17e1e3 18b2f3 1fcfe 1f61a8 5c734 ba9f3 445a2 133ad0 497a7 1931f4 3c549 1ef26b 715d3 c6cae 9b254 193be8 1b1982 1f00d2 bacf a4dd7 864ce 1c3a9c 8245d 116db5 84d75 13e85b cad88 1cee15 1a6a99 1fae07 fb924 1c67e4 1a2b35 1a2ebc 256c8 ecbe6 12679a 1bd141 ebd89 165d49 16e9a5 18000b 49749 6a9de cc5c0 1ea8ac a5bc5 be043 1be362 1c7426 16c94 832ff 141842 178583 acaf3 1f818a 1138ca 1b0291 491ca 1c7e6d 7ef34 1f5c8e ad6b9 14528d 1c9a90 1f1f7a 2b775 a9c57 968c9 182fe9 a4685 1207e0 b7a93 f959b 38df1 69ef0 a7cd7 af07f 6d52b e8e90 10b2e1 1f1c1f 1951 f97c0 a5df0 1e41a7 34449 15e4e0 88f7b 1bdda8 1e05 bc054 558f0 722a3 27c50 151134 b047f 10db76 1ec37 196713 9d53b ea790 2048b 122ebc b9772 1f7d13 333bb 1587db a347d 15f094 4c268 13cf7a ea8a7 1bf609 1e1d 16913 4177a eb22c 155179 1ef3df 1a13f4 1b1513 4174 1c1468 a50aa efab4 10647 ce108 10fcc7 1a9bdf 1ecbf d67f0 d2896 1573c0 bcf10 1cc8b4 ea9cc 18e297 5ce6e 9322b 74bb1 14fb6a 830cf bc648 189de4 1a0ac6 71e7 1e8f27 6bd4c 124f25 a6321 10d730 f4b76 1d7be1 8116 186f22 a35fe 1f58b5 8d8be 1774be cd3ee 166ce6 1facb 15a3d7 12e19a 1902f8 25310 198ce2 13d520 16e38e 34726 1dca5d fe2a9 1b834b 96ac5 12adce b3545 b7fb4 15b06 e5b7c 506e8 1292d5 59b8b 1e9027 156651 17c653 5dd4a 794b1 a3485 1816bc 1568c4 18e729 1a3c7b 1efffb 254e8 1b0fb0 11f0f7 1fe5ea 615fa ce4c5 a6a7a 1d5b3d 75de9 13a72c 106bc1 14176a a296f 1b99e7 189d46 1ed72b 1740 8e42e 5efc7 13554d 2af96 150dc4 1420d0 161864 a361 13b05d 1c5850 1efd59 5020e 174b37 197691 1e2fb7 1b759 1abe19 1f9f5 1ca183 68eba 1e9a3b cc7c0 11251a 37ecf b89da dd51b 109448 7b56c c4e5f 11b1ae 1cfa86 24c6 e6713 3ec67 1a7c55 26d26 8e4e4 e2e3f 1ec360 f0b67 10787e 10d629 1aff3e 108843 141d04 1cb5f8 1de54a dea7 6bdb8 13a6c 12752f 428e3 1264c8 7d5e6 1f64cd 8bb53 174659 f702f 13c7bf eb2e8 147a27 182ef5 194c67 323c 172615 1b690f 1f1460 70d8d 1b8a89 c14d3 1e5aef 1612e 74dbf cae0f 1562c6 12e928 1ab439 1c0e16 1fa7da 14576 18b9b4 18840a 19050a c7860 1fc60c f1eaf 152ca1 34514 135ea5 1bb030 1bdb4f 7dd4b 1f5e62 155f42 1e23e5 10e7f c47f8 1766bb 1de44b 58514 12a3ea b01c7 c2570 19563 84e38 27227 1b40a4 4b3b2 cd525 ac82e 14662e 22b05 11a848 6ab26 1d164c 126818 1f4881 14cdb2 19112c 37c1c afced 1c6d2f 1e3cf0 aa853 10b633 bfbbc 1fdbf9 3b06 159f85 46747 175f35 4ae30 118cf8 a1bc9 cbf4c 28610 1cacd6 66032 18fa59 2aca4 130c38 7ba2f e4de2 43c8 196f8 a8daa 145ae5 b8610 1ec909 1b3de3 1fc409 11ab0 ace31 1546b9 1f3dd9 31a08 158ad3 f1caa 18c959 d019 2cc66 9a726 12dedc 46a6b 12f2d4 12292c 12f011 cd3b1 13217f fd835 146629 e9ef6 1ab8c6 125193 1c0541 10aff d68d6 ba975 126016 26ebf eb86b 90ed9 13b840 28e1b 61dcd 1d41d0 1df6ae 31826 182190 141858 1cf0ba 5ad0 1b143a 50ac3 78d12 11013 926ee 8039d f3f98 26ae1 177491 1afed3 1d0b79 9d86c 1cec47 e4b85 1277d9 23a67 1ace61 9a924 1b4497 59f44 1c14b5 dd60b 15482a b9825 1bdd79 15ce9e 1ac698 de9bb 1bde53 12bb41 1d8949 8524 1a2613 deff9 fd99d 8479a 86530 d0a61 d9463 147d7 1146e2 1659ac 1db1d0 2a454 b1dd5 108240 1e3f78 4ded6 14b753 8698b 1f5114 5fcf2 660e8 d4941 111fca 54ae1 92335 15c502 16a04b 7507d 1d3d56 cb0db 10fe2c

Soln: 0x1c: 9a4 80f87 4a013 15135e 1563d 180de a2c82 109cd9 1d4c1 2f096 150e05 1d6c2d e7d8f 165d7b fd6a6 1c7ac1 a3f6 d9d9f 5f207 1fa6c4 58672 187062 d4a31 195085 1c73f 8d5fb 1d596 9c631 2cf5b 17a507 7ee92 14147e c05b 14c4f4 16dd5d 181be8 cc7a 13a9b1 1497ef 150930 68064 192fe9 192098 1bcfb1 7eb2a 19856c 876c6 120278 27aa6 15a4a8 12ded5 16001a 8b80d 14f9a4 1f404b 1fc5bd e6e48 1cc8b3 1a73ae 1e1790 11ebbb 16e07e 19d39a 1b39f5 f77 4b469 11b34b 1a3176 755d4 18bc91 f122c f3ce7 9af20 12f083 1cb97a 1dec8e a45c7 158114 14382f 1e0584 2fa7a 125583 163162 1c8f3e 9d5eb 1fba62 a40ba 144d45 87771 17facf b76db 13e05b ad98b 1f28a6 ff3ea 1c57ed 83a7 1f881 20366 915d5 11090d 19ce29 19a3ee 1f6d9f 42a71 18e423 44b94 1671e4 b8f39 19d0b5 c36ec cb2b9 10aaf 5dd36 757f5 1f4c8c 87094 1747c6 a5b05 1958f9 2fa10 45d05 cdcef 1d31ee 5f949 c5f34 a601d 196e30 4f82 170549 e1b3b 18bb7c 115fd9 1b7e5c 133085 1bcd65 1175a 6a7c5 1d600 9ce15 63ba3 877fa 19f9fb 1c7a2a 3241a f96b2 e74a9 1bd2bc 12ee20 1a8322 16b1ec 1789bd 5cda8 cb89a 196ab3 19fa12 18c553 1caa29 1ddcf8 1f3cc9 e165 cd03d 3e743 129157 9133a 176d0c 15fc52 1ef6ac eeab3 1394ef 16d9b0 1cea73 f33d9 1e2fbc 1427ac 1e9623 1308e 1f4bec 17df3 14e17a 5e21e 1bf32e 10487a 179ec4 9c589 197487 1d96b3 1e8e55 144fce 1a202b 154838 1f542d a5d7 274af 2a40f 8b2e8 6cbad 15cb6c 6d04a 9fa52 44560 183e79 e6ae2 1ea4b2 c0cc8 f5ff2 181703 1b98c9 28c60 1647e8 aa219 1d5eb7 d9ffb 1a0d30 15b0c4 1c9430 3af56 121694 10b848 16f610 4e90e 1b63df 182b87 1b6816 1f2c3 1db691 5988c 190b5c 23e13 10f458 27e7a 1f7134 15c729 1a346f 15e016 176b00 1ac0ff 1ea08e 1ac7a4 1eecbe 257af 7bc21 1acf19 1d2da7 77caa 129a22 dc95f 1dfb6f 581c7 1f6785 16c572 18c1c8 a0539 bbde7 b8e4a eb512 4d08 1beeef e7149 138be6 6352 13076c 116ac6 11f1a8 20e8c 112b3e 16ef1e 1adbba 95f8e 9b683 ef5fb 16fd48 a11c 1276f4 18ec4f 1a2e22 79838 b10da eeb7f 1a44e9 81248 1fa1f3 c7cf8 1f0d7c a6719 c228b 16800b 1fe21c 78ba 1f25b6 176f08 1f3566 4a856 1e9cd9 5adc1 143a26 9da96 1d2af8 160971 1e970a bb3bd 1e6296 14be36 1c131e a7c2 29e45 4bf3e ff7ab 282db 19c527 e94ef 1ced23 18dbe 98baf ad2f4 b2262 65c6d 158e6b 15bd25 1b43d4 5c9c 1c30e 109e3f 1131c2 49416 15af69 c197b 1340da 1acba ffcec 5827b c77f7 1bc4d 1b01fa 56b4c 135e18 cbef d0f92 145d1c 1d9a0a 80670 11dcd5 b93e9 ddc71 10d44 fea28 84028 1cdc4e 21b97 1e2339 9be10 17fede eec4 1bc96d 9d32e 1fa52c d1904 1f01d5 11c2ad 1c504c 8917a 1cdaf0 cfaf3 d3a8d a114c 10d54a ff379 12999f 18ff5 79e20 e0f5e 1fc758 1d55e 13a4c4 d83aa 1f06f5 1f6c5 1a1e26 a220d 1c0ec9 3538a 1f221b abd95 1b9ae4 60ea 1a03c6 7304c 79e86 d7a7b 17349e 1346b8 15c495 6884 b1af0 c03c5 e713e d501 12177e 74a68 1c121c beb5 11e369 56c48 132299 b484e 1cbddc b4c0d 139def 54e22 10fd0a 6d88c 15ac54 9c0ca fae13 fb636 1c1428 c184 102277 d776 117f65 3f84c 179a15 9f942 1f53dd 22fc1 17cad6 133714 1d9646 16a8de 1b2fe5 192112 1f76cf 31088 178815 167c59 1794da 6a7f2 b3e22 756f6 1db972 404b7 109ec1 969f0 c2256 17238d 1ad1e5 18609f 1c34a3 a134 1b7117 7a9b7 1c3e08 6abd1 1d0ce2 9c425 108184 2a41a 5598d 11f0bc 1c9715 74197 135d4a 895be c37fa 15f0e 17461f 7ce4a 1958fa 1a9d3 5f5bb af0d4 ce6cc 9dd19 1923ba fded8 145e08 ee3bf 1e4a16 15fbb2 196844 13dcc 13435a 3eb48 1ed3fe 9cd2e ed7ef a0254 198028 3abdd 1415bf 10d696 1f6456 773fd 172fbb f94f6 180249 1c0e3 1b6960 114ff5 1a33bc 339cd 136df6 7c99e 1e74ef 9acd7 1bd980 b6309 130025 fb583 187e25 14f0c0 1f0c1e

Soln: 0x1c: 17be fa95f 656be 9a844 7f9c5 119979 111138 16ccde 278d2 1f3982 6976a 15f33d 4c0dc 1de75d ab515 194977 41892 1be106 5db40 1ef06f 5c7be 102c40 124889 17bce8 753ba 1b9885 1f567e 1f7485 180f9b 1ee50b 1b5a6b 1bf022 13d34 17c3f1 15ce9 1fce56 495be 1ce4f6 6c196 ff303 25250 108777 19c9d1 19cbb9 6826e 1be965 136231 1a56ff 6da90 114ebc bddf8 189b45 a57e4 12e30f 1761b0 1a0521 117053 1812b0 18cc3c 1b8214 175acb 1e9e88 175dd1 1c5dee 54b5 21ecf 14533d 17403b 522bf 10a843 940ef 112909 22123 9188e eee88 1a4f6e 3ca58 a2e8e e1153 173936 37720 13a434 66f0d 1ae3d4 d3566 e286b 113752 16c252 bc6f3 115a13 14b812 199262 12cd13 1ea334 1647a4 1eb862 b963 10cb4e 24d95 17ff5b c7f2b 1daebd 1285ee 1b8999 45314 1040f6 1004f8 120d20 6e410 11eb88 19efc2 1b70b4 3918e 1c996b 18ff23 1be90c 70d33 af4e8 f5ef5 14c530 5d239 ad5c9 1077c6 1083fb 6b6a0 19bc31 b20a4 ce192 1d739 172e61 9c98a afeb3 58ef6 14d444 826af 10c7d9 69573 113665 a460b 122bcb ab46c 1d813b c5b5f 111aa0 22739 d7b38 118da0 1e812a 32f26 f60be 69961 185d54 e32c5 1f42a8 1733de 1c7656 10a737 12bd07 174922 1b5277 220b0 1878d3 f7247 1a1017 47ea7 fbecf c922e 1bed0f 2bef6 ff251 4df08 1aad94 2f390 9db5a 190418 1d4d86 2b359 10644b b294f 1c10ad e551c 1991af 17c765 188cf8 f9250 1e02a2 1a2bbe 1f0b14 fe835 11edf2 16a11f 1f08e8 2a4da acc42 6f06b 14bcb4 3e08e 172ac3 b8e48 12edd7 2d5ff 9094b 7858c 1ba0e2 5e11a cd6a9 6d78a 175df2 2e41b d3605 d0e30 176ab0 35b92 132300 1675c4 187e5f 3eaf5 1bf876 15fc57 18f46c 87af6 1c7783 13ed4f 156112 2e3b0 74d66 12b2cc 14aae6 5837e 13b515 901a2 10b34e 4cdb8 e4134 96078 ab7aa a836e 131479 1936d4 1c01cd 46d0c 1f612a 16a656 1d187d 8bb2a 17da6d c518f 11ad2d 5163a 10f512 8fb83 a2a8e a179d c1da0 f6129 1bdea8 4f9f d5d4e 80643 1c2708 2bb8d 85340 4bda3 bb485 6bcdc 1e70c3 13af9e 19c313 e5cb1 11daba 12b91c 1bf9a5 1b075 166a68 3bb5f 121a58 136010 1f65b6 197d5d 1c7a98 33cf1 10f7b1 130636 1b6a9e caced d2be8 1079c5 1f0c14 11dcd 19b599 7c28d 1f95ca 6df91 1fa304 10129a 19266d 4f05c e9418 a52ec 140062 b8efd 13ac20 103fcb 11aa80 5e4c3 1cce07 19f6a2 1b1ba7 8664f 1c6b80 d9e06 15c2c2 6bcaf dc1a2 120695 1552f8 b3177 f0db9 17039c 1cd035 82af bffdd 2c8e2 7da52 c9da1 14214b f132f 16d6e9 68618 1e7b60 18eed9 1b1765 11f3cd 1bb27e 19668a 1f5bc3 19bd1 fe83d 9059b 9f4e5 130111 162c69 133ce7 173aa8 4cfa8 15b4c6 a4617 c9038 12f7f7 17d92c 152e48 16bf01 9a53 14d15e 45c37 4f3c5 3ad29 420a5 c8900 1543b9 a0897 16be44 12b3d3 13f947 100a3d 17aed9 13576b 14960d 2cb66 132532 8a7f1 8d294 516b4 1dc057 12d4b6 16b7e2 4ad28 9ad48 a8559 bef97 812ff 10cd70 f6f48 1f93b2 a276 1e48a2 7eb35 c49c9 4c98b 11b529 c31a7 1f26fd 705fa 1b2eb2 96474 15872f 79e67 155fa8 86266 15c6fd 20f0a 15e42f 111193 1732d4 686bd 11f3ed ab958 1bb239 317e0 66ad8 31eed 19dc8d 48c9a 1eee5b 74286 133c26 1af41 4ff3f 519cd 81ab5 31c00 a218d cfd48 e7b79 70840 12512e 115075 144573 ce048 cf423 ef802 14d67e 643f4 15fd10 8d19f 1ed023 cd862 1a05c8 e3472 10594f 10d524 175364 18304d 18afbc 10fde9 121ac2 17eb35 1eb5c8 f5bd 19cfe8 149004 16b10d 84de9 12a0b3 b0f8d 1bdd7a 319a6 1348cc 7e00e 1f4a31 a2a07 f1117 c686e 12f962 52548 188037 c1357 1f2f24 5a00e 1af97f 182c63 1f82c9 537bb 1df6dd 95e68 10af21 e09a7 19ae79 fbc60 123342 242ff 10bb86 8ee12 eb6ff 33d34 1c3537 1310c0 1903da 362b5 181e92 12706e 1f3274 6c389 1d6472 cf94c d82db 25711 cf237 11294e 17e4ec 135424 19d728 17c874 1bca78 adff5 158715 ca547 138532 b04aa c0be8 17e5df 1a9d5f

Soln: 0x1c: 1c06 60e1c 35d1c e7a04 1dbbf c9586 9dd70 107a3e 3685e 1ad7c8 9d5af 124bdf 8226d 9242f b9eaf 187022 2f1a 8922e 410fc 17cc1d 55b3e 17e99a 6373f bffdc 25ecd 43caa fe618 19421d 6fee8 74309 c9411 13b41d 19474 18c375 adc69 1d8ece 3a998 170b3b bad35 17cf23 a956c 17d8c7 ca0c0 d52db 12809c 1a17f4 12b0c7 1b5d96 409bb 18c948 dec1f 13ceed 4aa23 8fc14 f147c 1cbe15 675bd 1d23cf c18ce d548c 9124c d7122 c58ed 184f10 f910 aee96 14e037 1c88cb 68f77 1bc8b6 ef6f8 1aef17 5a2e9 a4921 c1767 19d6d6 103eb4 1aef15 16c119 17623b 1caf2 145a86 15403d 1aaaf0 73a01 1a0d50 b7689 181542 510fc 1fee5f 5391e a2728 86799 18d8c8 109787 19e9fa 202c9 1e67a6 538e7 12cdd7 e68bd 13df70 11585b 1e3561 3cb19 1b223c 12aa55 15bba9 bc9bd e33a6 137d05 17e43b 6f7e5 168631 a213a 177357 bee13 1aec48 dfc00 1d1bc7 7c5e5 1e7d34 13930b 17fb2c 89fdb 11c999 13d255 1747ba 8642 1c64a9 1af30b 1f1078 7def5 1aca8a f2054 1614ec a88d 734cb 548dd 1b5b5f 1d161 803ef 88ba6 1ebefd b96b 7a979 7d6f0 e44d7 56e10 5a6f4 6733f 13be50 9efb7 13ee4b b6fbf c7626 bd09b 196556 dcd3b 15aa6d 39fb6 141533 117941 1547e6 86125 199e06 1039f6 1de79f 45926 1d47ae d17be d62f5 671ac 1ee25a 69ad9 87da6 49486 100c85 135ca8 16f23c 61c5a 12540f 1b05dc 1d5ea4 57f80 137f1e 8acdf 11a8b7 db013 19033c 181297 1f5eb6 2b47a 1959f3 1113a9 1689a9 cf62b 1753eb 17cad6 1a8264 923a3 1deeb8 156178 182296 1023cb 19bd8e 184cc1 1b7b19 3d040 9f2c7 7fb8c ad84d 11ea43 121856 1ca55b 1eac4c 69016 19b366 177003 18faf0 7c891 16570e 176cb5 18ac3e 37704 15fbd9 48876 155b8f 4b901 67052 16c9c7 18dbaf 5e812 9433b 84678 11f527 d02db 1634a1 18453b 1c4cdc 44c4e d9355 c5706 196ff6 6b537 77a77 7426d 1f86e5 6d4cf 1fcf3f 18e0a4 1cb2f2 d804d 124ed8 f05bc 12f34e 587b 11f2fe 167406 1e8c3a 1677c 1aea6a 9545a 152c3b 1b205 134992 13daea 15901f 43521 1c3c8f 461ea 945de 1e39a ad77c 63527 1f6efa 64fff 1d9749 c3bc1 1f7cd9 49537 1e4af8 d57e6 13aefd d26c7 e7fd1 f596a 1da58d 1c428 b241b 51d64 195e6e 2b2a9 48dba 118ab7 1cd099 1d22b 4ba9a 162b81 1987bb 55efd c7398 ce777 1c511a 46368 148ca5 ebff5 1e787d 546c7 14ee66 ffe69 1b8dd9 7ae71 1a03a6 7ce26 f07f5 94ffb d8200 168b01 1b690d 14e6d 1a5513 a00c1 1f55e2 77858 a8924 b7c11 1c4db1 8febe 1e1922 c3a12 158f76 12ea42 1f8809 136226 1fd84f 1547b 1b318e 461cd 102328 6b602 18ec08 a82a9 15561d 81cd7 1eb194 10ff58 1ee93e 13dc02 1650bb 15c4b8 193310 2085a 50194 4b173 5d7f4 68ef8 d0008 e9617 190185 78dfd ffac8 8406a 1b458b 9b1ca 144b58 aa81d e20e4 29815 1e2583 e3d23 1bb26c 9e5a4 d2b7f de639 1adc5d 54174 190168 dfee7 12fa0f 1073ce 1ac89e 17c957 1e3a76 c1a1 190412 4d9ed ccf36 3f49c 1f6d66 51de3 13b3c9 38e21 824a7 186af0 1b57f0 83049 148eb8 93179 19c0f5 dec6 30298 192402 1bbb4b c33b1 18e66c 10d872 152818 180ea 59017 4d9b6 1aee2e 8feee aa82f 9b1cb 122be9 11202 151789 cad5f 10eee4 504d5 118bb0 a35d4 1a34bd 1fe92 106fa9 34a6c 55d46 7444e 8b8ce baf55 13dd96 17764 1658a1 664b1 1e1484 4d9e1 e2225 8300a 14f0e7 1a59e f9d44 46369 6c377 a55ea 142c0d 1855fd 193917 121c2 b38dc c4c24 15d5fb e2c89 1a7edb 1012fe 1a93ec 6f077 db4b9 8cc5e 10d440 117796 19d02d 1349dd 1cb0b1 65489 b676e 73171 af7eb 88f3d 1eb3bb 102c82 13e521 816ea 1acbe2 1ace09 1ffdfb cc264 1da91d 139a73 15425a 1f18e 1a82ed 1188f0 159bdc 92b20 12d04a 17c5a5 1f1cb0 3679a 1f004d 462fd c7b99 41390 59d16 58d44 9d5ab 48fbd 81fec 146edf 1d4c48 4d8be 100e5e 7d157 192c47 7ab09 11c073 ea5ef 1316ae 1306ca 15fe51 196337 1ad1fb

